ACCT_NUMBER,CITY,ENDUSE,CSCHJAN_2018,CSCHFEB_2018,CSCHMAR_2018,CSCHAPR_2018,CSCHMAY_2018,CSCHJUN_2018,CSCHJUL_2018,CSCHAUG_2018,CSCHSEP_2018,CSCHOCT_2018,CSCHNOV_2018,CSCHDEC_2018,KWH_JAN_2018,KWH_FEB_2018,KWH_MAR_2018,KWH_APR_2018,KWH_MAY_2018,KWH_JUN_2018,KWH_JUL_2018,KWH_AUG_2018,KWH_SEP_2018,KWH_OCT_2018,KWH_NOV_2018,KWH_DEC_2018,SOLAR_Boolean,BEDROOMS,GARAGE,HEAT_AIR_COND,TOTAL_AREA,TOTAL_ROOMS,DECADE_BUILT,rtsched_jan,rtsched_feb,rtsched_mar,rtsched_apr,rtsched_may,rtsched_jun,rtsched_jul,rtsched_aug,rtsched_sep,rtsched_oct,rtsched_nov,rtsched_dec,thrm_jan,thrm_feb,thrm_mar,thrm_apr,thrm_may,thrm_jun,thrm_jul,thrm_aug,thrm_sep,thrm_oct,thrm_nov,thrm_dec,Advanced_Vehicle_Fuel,total_therms,months_above
127919,MILPITAS,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,647,696,738,688,623,664,644,680,805,790,889,876,0,2,0,H,750,5,2000,GM,,GM,GM,GM,GM,GM,GM,,GM,GM,GM,639.0,,335.0,354.0,306.0,298.0,313.0,605.0,,333.0,342.0,395.0,,3920.0,0
128112,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1715,1543,1457,1467,1384,1372,1519,1479,1662,1644,1622,1835,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,615.0,719.0,681.0,616.0,630.0,583.0,528.0,547.0,540.0,595.0,576.0,585.0,ELECTRIC,7215.0,0
128376,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1308,1280,1323,1241,1216,1283,1215,1345,1235,1288,1494,1276,0,1,1,H,750,4,1970,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,0.0,0.0,0.0,0.0,99.0,465.0,443.0,130.0,60.0,90.0,0.0,0.0,PHEV,1287.0,0
128970,MORGAN HILL,BASIC ELECTRICITY,E1,E1,E1,E1,E1L,E1L,E1L,E1L,E1L,E1L,E1L,E1L,830,898,762,705,775,926,1090,1170,947,968,930,990,0,3,1,B,2500,8,1970,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,114.0,123.0,121.0,76.0,52.0,127.0,254.0,64.0,18.0,21.0,60.0,87.0,,1117.0,0
129371,LOS ALTOS,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1637,1488,1537,1408,1716,2174,1619,1481,1460,1459,1471,1705,0,3,1,H,2250,6,1950,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,120.0,125.0,138.0,94.0,64.0,140.0,227.0,81.0,43.0,47.0,65.0,115.0,,1259.0,0
129726,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,169,163,151,133,122,123,123,146,145,158,178,171,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,743.0,791.0,782.0,770.0,702.0,661.0,679.0,630.0,713.0,674.0,696.0,784.0,ELECTRIC,8625.0,0
130245,MORGAN HILL,BASIC ELECTRICITY,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,1648,1622,1202,774,1041,1449,2506,2507,1726,1652,2148,2374,1,4,1,B,4500,8,2000,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,180.0,273.0,222.0,180.0,231.0,227.0,305.0,215.0,479.0,100.0,132.0,236.0,ELECTRIC,2780.0,0
130275,LOS GATOS,BASIC ELECTRICITY,ETOUA,ETOUA,ETOUA,ETOUA,ETOUA,ETOUA,ETOUA,ETOUA,ETOUA,ETOUA,ETOUA,ETOUA,1927,1827,1882,1368,900,1218,1695,1840,1446,1342,1242,1300,0,4,1,H,2250,8,1950,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,97.0,79.0,130.0,100.0,362.0,418.0,230.0,246.0,348.0,388.0,95.0,104.0,HYBRID GAS,2597.0,0
131258,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,975,768,819,797,698,648,717,708,693,653,668,794,0,3,1,H,1250,7,1950,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,88.0,59.0,104.0,69.0,19.0,162.0,241.0,264.0,221.0,318.0,186.0,77.0,,1808.0,0
131314,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,234,221,205,180,167,170,167,195,197,223,248,229,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,968.0,1091.0,982.0,913.0,794.0,680.0,1250.0,1004.0,1354.0,1494.0,1999.0,1268.0,PHEV,13797.0,0
131475,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,216,204,190,166,156,163,156,181,185,209,229,229,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,743.0,791.0,782.0,770.0,702.0,661.0,679.0,630.0,713.0,674.0,696.0,784.0,ELECTRIC,8625.0,0
132176,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,216,204,190,166,156,163,156,181,185,209,229,229,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,743.0,791.0,782.0,770.0,702.0,661.0,679.0,630.0,713.0,674.0,696.0,784.0,PHEV,8625.0,0
132273,LOS ALTOS HILLS,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,894,916,909,783,1021,1660,1267,1172,838,875,1071,998,0,4,1,H,2750,8,1960,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,223.0,186.0,226.0,140.0,91.0,127.0,229.0,195.0,342.0,44.0,88.0,200.0,,2091.0,0
132467,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1955,1704,1898,1740,1656,1661,1574,1802,1717,1877,2363,2324,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,743.0,791.0,782.0,770.0,702.0,661.0,679.0,630.0,713.0,674.0,696.0,784.0,PHEV,8625.0,0
132689,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,468,409,423,377,354,379,371,388,446,435,438,470,0,2,1,H,750,5,1960,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,284.0,293.0,287.0,278.0,231.0,219.0,203.0,197.0,213.0,238.0,254.0,327.0,,3024.0,0
133396,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1955,1704,1898,1740,1656,1661,1574,1802,1717,1877,2363,2324,0,1,1,H,750,4,1970,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,0.0,0.0,0.0,0.0,99.0,465.0,443.0,130.0,60.0,90.0,0.0,0.0,PHEV,1287.0,0
133720,LOS ALTOS HILLS,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1044,748,1172,1157,972,1055,1098,1216,1160,1138,1105,982,0,1,1,B,1750,4,2000,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,182.0,146.0,285.0,149.0,461.0,151.0,206.0,237.0,67.0,169.0,154.0,157.0,,2364.0,0
133925,SARATOGA,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1091,968,925,958,904,899,908,888,935,912,1215,1106,0,4,1,B,2500,8,1950,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,100.0,84.0,91.0,36.0,21.0,80.0,204.0,6.0,162.0,8.0,71.0,93.0,,956.0,0
135205,LOS GATOS,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,175,178,153,142,150,134,152,150,154,174,171,186,0,2,1,B,1000,5,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,609.0,467.0,443.0,373.0,325.0,329.0,254.0,234.0,227.0,238.0,344.0,401.0,,4244.0,0
135775,CAMPBELL,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,2281,2138,306,338,2182,1597,1763,1370,1461,1148,1186,1570,0,5,1,H,2500,8,1950,G1,,G1,,G1,,G1,,,G1,,G1,174.0,,157.0,,145.0,,366.0,,,253.0,,106.0,HYBRID GAS,1201.0,0
136194,MONTE SERENO,BASIC ELECTRICITY,E6,E6,E6,E6,E6,E6,E6,E6,E6,E6,E6,E6,-196,-410,-259,-1035,-1092,-1239,-1239,-1477,-853,-404,-270,-215,1,4,1,B,5000,8,2010,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,191.0,561.0,776.0,565.0,527.0,401.0,357.0,190.0,344.0,444.0,622.0,559.0,PHEV,5537.0,0
136609,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,95,312,276,215,119,104,117,245,319,379,189,172,0,1,1,H,750,4,1970,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,0.0,0.0,0.0,0.0,99.0,465.0,443.0,130.0,60.0,90.0,0.0,0.0,ELECTRIC,1287.0,0
136685,SARATOGA,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,2020,1829,1866,899,1193,1666,1785,1402,1454,1307,1446,1645,0,2,1,N,1000,5,1940,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,146.0,130.0,113.0,60.0,46.0,37.0,264.0,384.0,611.0,110.0,100.0,107.0,,2108.0,0
137047,LOS ALTOS,BASIC ELECTRICITY,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,1407,1642,1346,1351,1408,1501,1364,1568,1714,1718,1530,1535,0,4,1,H,2250,8,1960,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,341.0,424.0,385.0,266.0,175.0,200.0,210.0,186.0,207.0,135.0,137.0,209.0,ELECTRIC,2875.0,0
138169,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,393,355,330,290,265,262,253,292,285,323,363,336,0,2,1,H,750,4,1960,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,1027.0,882.0,1033.0,827.0,659.0,462.0,386.0,295.0,314.0,332.0,505.0,876.0,ELECTRIC,7598.0,0
